territory,ec_number,participants_number,given_bulletins_number,returned_bulletins_number,invalid_bulletins_number,turnout,yes_votes_total,yes_votes_percentage,no_votes_total,no_votes_percentage
Шегарская,745,417,256,256,2,61.390887290168,184,71.88,70,27.34
Шегарская,746,195,136,136,0,69.743589743590,119,87.5,17,12.5
Шегарская,747,351,228,228,4,64.957264957265,159,69.74,65,28.51
Шегарская,748,115,114,114,2,99.130434782609,99,86.84,13,11.4
Шегарская,749,450,296,296,0,65.777777777778,233,78.72,63,21.28
Шегарская,750,161,105,105,0,65.217391304348,87,82.86,18,17.14
Шегарская,751,866,520,520,12,60.046189376443,402,77.31,106,20.38
Шегарская,752,420,302,302,1,71.904761904762,227,75.17,74,24.5
Шегарская,753,125,100,100,1,80.000000000000,69,69,30,30
Шегарская,754,525,343,343,1,65.333333333333,275,80.17,67,19.53
Шегарская,755,230,125,125,0,54.347826086957,101,80.8,24,19.2
Шегарская,756,600,300,300,0,50.000000000000,224,74.67,76,25.33
Шегарская,757,893,664,664,8,74.356103023516,552,83.13,104,15.66
Шегарская,758,464,291,291,1,62.715517241379,235,80.76,55,18.9
Шегарская,759,399,177,177,1,44.360902255639,137,77.4,39,22.03
Шегарская,760,267,150,150,0,56.179775280899,118,78.67,32,21.33
Шегарская,761,474,227,227,7,47.890295358650,177,77.97,43,18.94
Шегарская,762,297,171,171,2,57.575757575758,131,76.61,38,22.22
Шегарская,763,591,306,306,1,51.776649746193,214,69.93,91,29.74
Шегарская,764,753,358,358,9,47.543160690571,239,66.76,110,30.73
Шегарская,765,796,385,383,6,48.366834170854,269,70.23,108,28.2
Шегарская,766,807,475,473,3,58.859975216853,353,74.63,117,24.74
Шегарская,767,614,300,300,2,48.859934853420,216,72,82,27.33
Шегарская,768,959,340,340,1,35.453597497393,226,66.47,113,33.24
Шегарская,769,632,340,340,8,53.797468354430,230,67.65,102,30
Шегарская,770,737,354,354,5,48.032564450475,240,67.8,109,30.79
Шегарская,771,573,246,246,3,42.931937172775,167,67.89,76,30.89
Шегарская,772,570,253,253,2,44.385964912281,190,75.1,61,24.11
